, id,tweet,subtask_b
7338,46498,@USER just saw your algae commercial blaming @USER that’s pretty rich considering you are the Gov and have done zero zip and now you want to be Senator of FL.,TIN
7341,56036,@USER Oh that’s racist. Big Lips/Big Butt/Big Nose. That doesn’t even look like her. Also she is about 100 pounds to big. It also creates the image of the typical black woman with attitude.  IT’S SO RACIST. URL,TIN
7342,70535,@USER Just because his best stats season was at 34 doesn’t mean he’s the greatest pl midfielder 🤣 fuck off,TIN
7347,38294,@USER dumb ass.  wear a helmet next game,TIN
7348,96159,@USER It’s going to suck with any rating. Venom without the Spiderman origin isn’t really Venom. This is just a Sony cash grab.,UNT
7349,77559,Just imagine the tyranny we’d be living under had these leftwing tryants waging war on us and our duly elected president and the American Republic itself gained tyrannical control of the US Supreme Court the neocon’s #NeverTrump crew was trying to deliver to them?  #MAGA 🇺🇸,UNT
7352,26708,@USER Lol shit I just said this on your other tweet 😂😂,TIN
7353,89350,@USER I knew you weren’t a Real Republican committed to your party!!!! You need to leave. Get out now!! You are a disgrace to every republican/conservative member who work towards solutions and does not constantly diminish The POTUS!!! Quit already.,TIN
7355,53855,@USER @USER Which some fantasy gun ban you’re rolling over in your mind would prevent?    Gun Control Is Evil Misspelled  URL,UNT
7356,85349,@USER HAHA! You try so hard to be condescending but i'm sure you and stormy can relate! But you are correct on how sad Trump really is. Old man literally owns the Viagra company. Jokes on you kid. URL,TIN
7361,27456,@USER The transparency of their acts furthers the myth that all women are victims. Some truly are but these crazed liberals wouldn’t know one if they saw one. In the end their hubris will hurt the real women that really need help.,TIN
7367,35183,"@USER @USER @USER And civil rights,"" like the 'right' to kill your own child transcending a child's right to life...from the same people that insist on more stringent gun control laws to 'save the lives of children.' Let that sink in...""",TIN
7368,35419,@USER @USER ikr? Riding trainer? Have fun running to Lower Rear BackWoodsistan Fucker!,TIN
7370,80975,@USER They been had open world spider man games tho. We need a avengers game with all of them niggas,UNT
7371,41918,@USER @USER Why don't they want health care? Why do they want rich people to pay less taxes? Why don't they care about the deficit? Why don't they want any gun control? Why are they so afraid of immigrants? Why are they so full of hate when they control all branches of government? Why???,TIN
7373,82917,Same here but the more he talks the dumber he looks WWGIWGA MAGA URL,TIN
7374,72928,@USER @USER Shove it The View you are the most despicable show on tv and like everyone always says “who watches these bimbos”!,UNT
7378,98220,@USER Feel sorry for the voters no good choice 🐷,TIN
7379,22712,@USER @USER What does Juan contribute on Fox? We all know which side of the fence he plays on. Pretty much know what he is going 2 say. Listening 2 him is like watching paint dry. I have better thgs 2 do😠🤢,TIN
7382,53538,@USER Leftist Collusion PreScreening Party,TIN
7383,61578,@USER Shorty's dad taught him eveything about   Pussygrabbing Sexual assault  #trump family time.  #maga girls have to stay silent. URL,TIN
7385,89078,"@USER @USER @USER Especially those who play the Good Religious Boy"" routine as 80% of their ""Job Interview"". Seriously, imagine pulling that crap in a job interview &amp; then imagine - interview for Supreme Court Justice.  Kav spends WAY too much time talking about how pure he is.""",TIN
7388,61218,@USER Oh fuck yeah,TIN
7389,30838,@USER What an empty soul you have.,TIN
7391,13075,@USER Go away my child. You are so boring that you can't even entertain a doubt.💩💩🐷🐷,TIN
7393,27819,@USER @USER Nobody cares about paid protesters the Capitol Police need to get a hold on them lock them up,TIN
7394,89381,@USER No nigga,UNT
7396,54245,"@USER @USER @USER She is a journalist and spreads fake info about painting of shree Krishnaji. Why people forget ligic &amp; professionalism when they try to be secular"". Do not tear our religious books to prove your stupidity. Fight your cause with moral means. URL",TIN
7397,53575,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Jaws V: When Jaws Jaws Back - Starring Kurt Chiselchest and Lorna Buxom  Whud I win?  It better not be one of them laser swords...Jess will b jealous.,TIN
7402,19521,Is anyone surprised that a President who would commit treason with Russia to get elected would pick a rapist for the Supreme Court?#MondayMotivation #Deplorables #MAGA #MarinesagainstTrump #KavaNO #BlueWave2018 #PostponeTheVote #Kavanaugh #StopKavanaugh,TIN
7410,11048,@USER @USER @USER that sucks. Have plans?  you should team up with lemons!,TIN
7414,94071,@USER @USER @USER Fucking glory hunters,TIN
7416,14992,@USER You would. Can't fix stupid.  #MAGA #QAnon #ThursdayThoughts #DrainTheDeepState #ThankfulThursday #WWG1WGA #WalkAway,TIN
7420,25019,@USER @USER @USER @USER I knew we would find out that this is all the liberals’ fault. 🙄,TIN
7423,36137,@USER What the earthy fuck is RACKET ABUSE??????  A fake-ass penalty. Have you ever put down the donuts and watched a men's match??????,UNT
7426,26171,A Long Ass Blog That Might Not Make Sense URL,TIN
7427,63168,@USER Brett Kavanaugh was supposed to be a selling point for GOP candidates in the midterm elections. But now he could become a liability...CBS enough of all your BS lies. Go away with your other liberals CNN. MSM. WE ARE NOT LISTENING TO YOUR IGNORANT BS Stories!!! 😡😡😡😡,TIN
7431,61737,@USER Conservatives have become the cadaver party.,TIN
7442,49780,@USER Lmfaooooo foh w that free thought shit Lmaoooo,TIN
7443,29648,. My God. #TheEmmys  And the limousine liberals are sick disgusting animals with no brains.  .,TIN
7445,46168,@USER I bet they all have 'fitted' waists. Because women are meant to look 'hourglass' even when they don't give a shit.,TIN
7447,57440,#IdiotAlert Gun control activist David Hogg suggested AR-15s cannot be used for self-defense because they shoot further than handguns. URL,TIN
7448,17314,@USER I have long thought that liberals are children trapped in adult bodies.,TIN
7449,82398,@USER @USER Of course he is. He will be remembered for being the biggest hypocrite in history. They change the rules constantly. #GOPHypocrites,TIN
7450,55751,@USER What does a snot nose 18-year-old kid know? He’s just a loud mouth immature punk who the media has placed on a pedestal using to promote gun control. He is fed tag lines to spark controversy in order to bring attention to the gun control debate that he knows nothing about.,TIN
7459,57426,@USER That is a lot of guilt for Tucker to take upon himself. Surely he is not the only on at fault?,TIN
7461,92379,@USER @USER Yes mothers now this is what the deranged left will make you do to your little boys! Are we really going to let this happen? Pure EVIL! #VoteDemsOut #MAGA #2020 #ConfirmJudgeKavanaugh @USER URL,TIN
7464,13698,@USER That or she is an awfully good transvestite,TIN
7465,13064,@USER @USER Omg shyt,TIN
7466,61302,@USER @USER Sir now to Russia....Putin is broke and a little bit crazy...The paltry 1.7 Trillion GDP might cause desperate actions from his dying regime. Denuclearization in exchange for oil patch tech. Thats all they have.. Sir..MAGA,TIN
7469,54030,@USER @USER Pushed to my limits. URL,TIN
7472,98130,@USER Seriously?! Do you really believe your own crap? Why don’t you just move on if she is so offensive. This ugly side to you is very unbecoming😞,TIN
7473,15251,@USER She never planned to testify. It was all an act - one that fell flat very quickly.  Liberals will never learn.   We know their tactics. We can accurately predict their actions &amp; responses. We also know how to think &amp; do research. That's why they hate us. They can't control us.,TIN
7476,97470,#cincinatti  well these shootings will keep happening because of your stupid gun laws so its time americans woke up and do something about it because it will keep on happening again and again and not god and prayers are going to help only proper gun control laws will.,TIN
7478,66057,@USER Oh my god. They’re so fucking cute.,UNT
7483,23366,@USER National Unity? O you are so full of it! You just tweeted to get people mobilized. Does that mean paying people to mobilize and cause violence! Where is it that you spoke out about ANTIFA? A Official group of terrorists.,TIN
7493,55276,"@USER @USER Serena is a bully. She threatened to shove a ball down the throat of a line judge in the 09 US Open. She was 2 points away from losing in the semifinals when she dbl faulted. She went ballistic and was penalized a point. She lost the match due to her threats. She's a bully""",TIN
7501,24340,@USER @USER The left have become a bunch of thugs. #NancyPelosi #chuckschumer,TIN
7504,14093,@USER YES I am so tired of relying on mfs to answer the phone for some shit that’s not even worth it! I’m about to be the new plug 😂😂😂,UNT
7506,47771,@USER I do love you but don't give him an excuse..he isn't mentally ill he is a dangerous idiot!!!!,TIN
7509,93258,"@USER .@USER calls you an intellectual prostitute"" because he knows that you are smarter and more intellectual than he.""",TIN
7511,82331,@USER @USER Take a joke lefties. Her behaviour was disgusting. So it is drawn.,TIN
7512,71996,@USER @USER Latino Conservatives=Self-Hating Freaks,TIN
7516,10587,@USER Can we talk about how he is having the worst year of any player in yankee history?,TIN
7517,32786,.. this woman has nothing but play tennis and yet she is constantly being disrespectful it’s insane. the whole all owes her an apology atp URL,TIN
7518,55643,"@USER @USER (1) Ok lets play this game. Which side"" is openly advocating for the persecution of a race &amp; promoting segregation? Which is supporting a militant group very similar to Hitlers brown shirts (Antifa)? Which is calling for gun control (even wanted armbands)?""",UNT
7519,62075,@USER He is a child ~ a retarded one.,TIN
7520,45756,@USER I mean if Allsup was a communist or some Antifa shithead people would be coming to her defense despite what a shit she is.   This political team sports is dumb. Allsup is a Dickweed.,TIN
7522,90242,@USER @USER @USER You assholes are both going to jail.  What happened to the $94million paid to your company?  Mueller knows.,TIN
7523,46699,@USER @USER @USER @USER @USER @USER Lol you are being mean.,TIN
