text,label,roberta_results,btweet_results,bert_results,distil_results,rlarge_results,ensemble
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> antifa beat facsists try get change mind know lost cause try change fascist mind scare hiding demoralize stop spread hateful ideology forcing views others,1,1,1,0,1,1,1
rt <user> list bitches want dick <url>,1,1,1,1,1,1,1
<user> <user> fags 128567 128567,1,1,1,1,1,1,1
<user> <user> <user> <user> <user> <user> lady get real trump rich need tax payers money liberals still tax payers money,0,0,0,0,0,0,0
<user> guna spell like frida <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy>,0,0,0,0,0,0,0
<user> bono idiot,1,1,1,1,1,1,1
rt <user> stupid ignorant bitch 8220 <user> stopped chick fil woodlands support great business <url>,1,1,1,1,1,1,1
<user> lowest unemployment rate ever recorded hispanic asian amp african americans jobs highest wage growth since 1950s highest american employment ever america history lower taxes educational opportunities wecall winning maga qanon url url,0,0,0,0,0,0,0
<user> <user> <user> lier money nobody wants francoism spain except ppl like fascists separatists friends smoke screen money embezzlement catalonia friends vlaams belang amp italian nazis nazi url,1,1,1,1,1,1,1
<user> <user> want health care want rich people pay less taxes care deficit want gun control afraid immigrants full hate control branches government,1,1,1,1,0,1,1
<user> <user> <user> zim midrand let wait see,0,0,0,0,0,0,0
<user> <user> likely antifa thug plasterd temp tatts interview shitlib press,0,1,0,1,0,0,0
<user> finna say fuck get crispy ass jogging suit <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy>,1,1,1,1,1,1,1
let em go 128586 rt <user> u got two hoes u need let one go,1,1,1,1,1,1,1
<user> <user> gun control really good example bad idea cops ones guns gun really close thing might saved poor man,0,0,0,1,0,0,0
<user> melbourne didnt like join instead even flag rimmy4antifa url,0,0,0,0,0,0,0
<user> bitches crazy 128553 128514,1,1,1,1,1,1,1
<user> <user> hope right,0,0,0,0,0,0,0
<user> gun control guns liberal <emoji : rolling_on_the_floor_laughing> idiot,1,1,1,1,1,1,1
rt <user> note 300 247 30 days month hoes selling pussy 10 pop lol <url>,1,1,1,1,1,1,1
unfollowing lol 8220 <user> pussy turned lately fucking time soon forever dry 8221,1,1,1,1,1,1,1
rt <user> <user> beef bitch ur pussy smell like beef 128169 128514 128514 128514,1,1,1,1,1,1,1
dougford using trump style authoritarian tactics discredit media repeatedly spread lies build false reality followers smart people conservatives know planned strategy weaken democracy onpoli url,1,1,1,0,0,1,1
<user> <user> target brilliant keep eye esp online online shit amazing 1 autumn oranges also target thanksgiving black friday thee place stock tf sheets year,1,1,1,1,1,1,1
<user> <user> <user> legal concepts nothing need regulate purchase possession weapons already regulated currently gun control restrictions 2nd amendment rights try bring gun courthouse,0,0,0,0,0,0,0
<user> <user> hillary blaming women long ago better hope uneducated show vote much liberals ignorant know many things,1,1,1,1,1,1,1
<user> awww shit lol want money bitch else give one,1,1,1,1,1,1,1
homeboy got hoe number house arrest said good ask go anywhere,1,1,1,1,1,1,1
tories labour ge2017 conservatives conservatives url huge impact building affordable homes thousands people across country desperately need <emoji : left_speech_bubble> david orr chief executive national h url,0,0,0,0,0,0,0
<user> shut pussy,1,1,1,1,1,1,1
<user> cute amp adorable handle cutie let go lobe love 4ever url,0,0,0,0,0,0,0
<user> <user> daniels said job reflect character really cheap sleezy porn lap dancer high road take type job,1,1,1,1,1,1,1
fucking lying cunts man got ta love,1,1,1,1,1,1,1
<user> promise free stuff magic money tree <emoji : face_with_rolling_eyes> <emoji : face_with_rolling_eyes> <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy> maga <emoji : united_states> <emoji : united_states> <emoji : united_states> <emoji : united_states>,0,0,0,0,0,0,0
<user> real shit url,1,1,1,1,1,1,1
<user> quiet shedevil url,1,0,0,0,0,0,0
also looking hire full time bitches,1,1,1,1,1,1,1
rt <user> bitches shit hoes neither,1,1,1,1,1,1,1
flaw bitches flaw bitches everywhere,1,1,1,1,1,1,1
staffpick human rights crisis us accused failing protect citizens gun violence url,0,0,0,0,0,0,0
<user> wise,0,0,0,0,0,0,0
rt <user> hate bitch know fuck amp really trying talk like cool nahh bitch foh 8230,1,1,1,1,1,1,1
ur trash <url>,1,1,1,1,1,1,1
<user> <user> <user> dont anything trump conservatives refuse trade business,0,0,0,0,0,0,0
entertaining hoes smh,1,1,1,1,1,1,1
<user> low class asshole wear suits talk 1 call us deplorable sit behind antifa hate filled lying son bitch party call honorable least pappy would proud man standing true,1,1,1,1,1,1,1
drew stubbs pimp even hit hoe,1,1,1,1,1,1,1
<user> <user> billy short memory obama tried get commonsense gun control especially sandyhook parents even came begged congress something automatic weapons nra hold congress democrats repugs nothing done,0,1,0,0,0,1,0
<user> bashing iraq war faced binary choice pretty proud supporting status quo vigorously get either,0,0,0,0,0,0,0
<user> fuck,1,1,1,1,1,1,1
<user> go fund page working kamala rama lama ding dong believe anita antifa left rails heading downhill load full crap keep drinking smoking meds,1,1,1,1,1,1,1
<user> good football league direct url football world comes petition stop federal aid football nfl people last word bring entire league knees begging forgiveness america deserves respect,0,0,0,0,0,0,0
life bitch every dog day,1,1,1,1,1,1,1
thanks nigga coco smell good hoe haha finna pull allllllll hoes come smell nigga 128527 128526,1,1,1,1,1,1,1
rt <user> im fucking done <user> fucking hate guys insurance policy trash omg square fuck,1,1,1,1,1,1,1
rt <user> funny people call fat ugly whore stupid cunt bitch etc ones whining abo 8230,1,1,1,1,1,1,1
<user> lmaooo fag,1,1,1,1,1,1,1
<user> lose every tom jeff jerry dumb shit happens lose full,1,1,1,1,1,1,1
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> rock brother proud antifa badge honor earned last year,0,0,0,0,0,0,0
<user> maga podcastful blockchainful sful meansful bewise working mothersful trying makewise,1,0,0,0,0,0,0
<user> get violent get occupy blacklivesmatter baltimoreriots ferguson antifa democrat violence,1,1,0,0,1,1,1
<user> <user> treason went iran beg iran give treasons time get power back keep giving tax payers iran terrorists leader,1,1,1,1,1,1,1
<user> cause got head wave least 50 pounds couple inches feet okay mention miley doesnt look fighting type idk,0,0,0,0,0,0,0
<user> hoes fun,1,1,1,1,1,1,1
rt <user> dumb bitch said rt <user> matter man says way truly respect u hold sex,1,1,1,1,1,1,1
<user> <user> assuming made statement antifa organization spokesperson diverse group bray justly claim represents antics ask antifa opinion organized reckognize bray spokesperson,0,0,0,0,0,0,0
still trash <url>,1,1,1,1,1,1,1
<user> <user> bitch yo muthafukin ass reacting vain females tweet amp dont context dumb ass dont neither,1,1,1,1,1,1,1
<user> <user> total mental breakdown elected,1,1,1,1,1,1,1
<user> always looking,0,0,0,0,0,0,0
<user> think say write intelligent commentary hosts msnbc fake liberals big corporate blind spots,1,0,0,0,1,1,0
<user> ride bitch handle bars,1,1,1,1,1,1,1
<user> true theresa mps however call conservatives oddly enough,1,0,0,0,0,0,0
<user> <user> also goddess,0,0,0,0,0,0,0
lima fears change yet wants bitch much sucks 128529,1,1,1,1,1,1,1
rt <user> type bitch hate,1,1,1,1,1,1,1
rt <user> damn hate bitch like argue shit,1,1,1,1,1,1,1
rt <user> <user> periods dont stop nothing sentence boo let taste pussy bet u taste like quarters <url>,1,1,1,1,1,1,1
fuck bad bitches stacy lattisaw nigga balls blue like avatar,1,1,1,1,1,1,1
picture time outside metro fucking fags,1,1,1,1,1,1,1
<user> <user> <user> <user> comparing apples oranges like liberals often texas strategic methodical voting understand works texas voting nationally elect texas affects nation,0,0,0,0,0,0,0
even bitches bad attitudes bumpin tunes high maintenance,1,1,1,1,1,1,1
gim grade bitch know wat trying spell,1,1,1,1,1,1,1
<user> eyes look cockeyed,0,0,0,1,0,0,0
snapchat selfies instagram selfies nothing bad bitch week man going 128546 128299,1,1,1,1,1,1,1
wake stoopid dyke <user>,1,1,1,1,1,1,1
<user> <user> bet award shows trash christians conservatives even ratings really bounce back <user>,0,1,1,1,0,1,1
<user> <user> <user> ones building hate division right dems enforcers antifa naxine watters,0,0,0,0,0,0,0
<user> mike <user> country living country constitutional republic democracy,0,0,0,0,0,0,0
ugh really wait get paid tomorrow spend hoes 128524 10084 65039 128131 128111 128109 128514 128514 128514 128514,1,1,1,1,1,1,1
<user> love <emoji : smiling_face_with_heart-eyes>,0,0,0,0,0,0,0
<user> whenever ya reference wire going think exit stage left,0,0,0,0,0,0,0
trump making america great url,0,0,0,0,0,0,0
rt <user> <user> dont mind retarded ass 128514,1,1,1,1,1,1,1
<user> gawdfather fuxnews url,0,0,0,0,0,0,0
<user> <user> <user> <user> <user> <user> <user> liking direction going needs make happy couples happiness lives,0,0,0,0,0,0,0
<user> could b ebola symptoms,0,0,0,0,0,0,0
<user> <user> stark reminder <user> trying con us chequers bit waters back good enough <user> <user> <user> <user> <user> <user> <user> <user> appeasing good look <user>,0,0,0,0,0,0,0
<user> <user> amp fellow democrats always put partisan politics country american people laugh face lies tries bring successful president generations socialists like <user> eager collapse economy,0,1,0,0,0,0,0
<user> eric holder held accountable pointing finger away crime time side eric looking forward collapse scandalous time ruining america,1,1,1,1,0,0,1
<user> sometimes get ya ask,0,0,0,0,0,0,0
hell yuhh hit haha nigga gmula cheweing one takes chug sniffey,1,1,1,1,1,1,1
<user> fucking fucking happy,1,1,1,1,1,1,1
<user> <user> like anything u r saying <user> maga u r part problem amp part solution,0,0,0,0,0,0,0
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> gun control works guns <emoji : oncoming_fist> <emoji : collision> guns definitely control,0,0,0,0,0,0,0
<user> <user> people laughable leave alone gon na great,0,0,0,0,0,0,0
<user> <user> il say knows predators anyone else coming mind buehler called transference typical expected,0,0,0,0,0,0,0
<user> testament fucked world free spout bullshit jail even investigated statutory rape,1,1,1,1,1,1,1
<user> <user> <user> <user> tunderstandmetaphors,0,0,0,0,0,0,0
rt <user> woman revenge man hoe,1,1,1,1,1,1,1
<user> would chose headline left loves bernier personally could delighted important thing election prevent conservatives gaining power look ontario proof,0,0,0,0,0,0,0
<user> <user> arguing gun control laws violation people rights even conservative scalia specified gun regulations consistent w 2a courts repeatedly upheld gun restrictions,0,0,0,0,0,0,0
<user> positive note,0,0,0,0,0,0,0
<user> traitor thinks,1,1,1,1,1,1,1
<user> tells us unserious attention seeker url iphone <user> <user> <user>,1,1,1,0,0,1,1
<user> <user> ran hid posting ad illegal border crossers soon cbc started shouting racist racist instead standing believes bailed conservatives picked,1,0,1,1,1,1,1
<user> <user> <user> brains beauty love show prime time oct 15th get watch whole show yay,0,0,0,0,0,0,0
<user> <user> true constant talk left common sense gun control every time yet one valid proposal,1,0,0,0,0,0,0
<user> <user> lmaooo fucking love see hotties soon xox,1,1,1,1,1,1,1
<user> better hurry pretty old,1,1,1,1,1,1,1
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> listen people queen right game war <emoji : backhand_index_pointing_up> <emoji : backhand_index_pointing_up> <emoji : backhand_index_pointing_up> <emoji : backhand_index_pointing_up> <emoji : backhand_index_pointing_up> <emoji : collision> <emoji : collision> <emoji : enraged_face> <emoji : enraged_face> <emoji : enraged_face> <emoji : enraged_face> url,0,0,0,0,0,0,0
ya kno nigga got two accounts 128586 rt <user> lil bitch start tweetin see tweets someone snitch,1,1,1,1,1,1,1
<user> guys ugly unhinged,1,1,1,1,1,1,1
<user> defending making excuses obvious bad behavior sure get,0,0,0,0,0,0,0
<user> fuck yeah,1,1,1,1,1,1,1
niggah <user> fool,1,1,1,1,1,1,1
rt <user> 8220 <user> bitches corny 8221 sooooooo corny,1,1,1,1,1,1,1
<user> conservatives believe persons color priori guilty crimes therefore poc denied rights extrajudicial killings conservative ever questions killing,1,1,0,0,0,0,0
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> attending meetings regularly maybe consider polit bureau <emoji : raised_fist_dark_skin_tone> <emoji : ear_of_corn> <emoji : raised_fist_dark_skin_tone> url,0,0,0,0,0,0,0
<user> <user> besides leftist celebrity never use death threats least good conservatives like,0,1,0,0,0,0,0
<user> <user> <user> <user> <user> typical violent antifa <user> hooligans stalking california causing mayhem url,0,1,1,0,0,0,0
<user> finally god bless need advocacy,0,0,0,0,0,0,0
rt <user> <user> sending hoes clean fse 128514 128514 128514 128514,1,1,1,1,1,1,1
<user> <user> liberals rule 1 liberal man accused sexual assault rape viciously attack accuser keith ellison bill clinton rule 2 republican man accused viciously attack man praise accuser,0,0,0,1,0,0,0
sitting tonight thinking made well wan na go back maga next year,0,0,0,0,0,0,0
<user> <user> bet ford part antifa berkeley gang,1,0,0,0,0,0,0
<user> appreciate patience compliance thank supporting future,0,0,0,0,0,0,0
rt <user> friend talking bitch heavily fuck walks past <url>,1,1,1,1,1,1,1
rt <user> <url> nigga really tried save bitch lol,1,1,1,1,1,1,1
<user> <user> empty prisons also say broke laws liberal logic,0,0,0,0,0,0,0
<user> hmmm piss portion population actually supported football shocked numbers took nose dive shocking,1,0,1,0,0,1,0
rt <user> kanye gt tupac serious yep bitch keep moving,1,1,1,1,1,1,1
rt <user> pik taken biebz shout nig jereme rogers <url>,1,1,1,1,1,1,1
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> follow maga patriots <emoji : united_states> <emoji : united_states> <emoji : united_states> <emoji : united_states> <emoji : united_states> <emoji : united_states> <emoji : united_states> <emoji : united_states> <emoji : united_states> <emoji : united_states> <emoji : united_states> <emoji : united_states> <emoji : united_states> <emoji : united_states>,1,0,0,0,0,0,0
